Kategooria;Mark;Mudel;Keretüüp;Väljalaske aasta;Mootori tüüp;Mootori võimsus;Maakond;Arv
M1;MERCEDES-BENZ;VITO 113;MAHTUNIVERSAAL;1997;Bensiin kat.;95;Lääne-Viru Maakond;2
M1;MERCEDES-BENZ;VITO 113;MAHTUNIVERSAAL;1998;Bensiin kat.;95;Jõgeva Maakond;2
M1;MERCEDES-BENZ;VITO 113;MAHTUNIVERSAAL;1998;Bensiin kat.;95;Rapla Maakond;1
M1;MERCEDES-BENZ;VITO 113;MAHTUNIVERSAAL;1998;Bensiin kat.;95;Tartu Maakond;1
M1;MERCEDES-BENZ;VITO 113;MAHTUNIVERSAAL;1999;Bensiin kat.;95;Viljandi Maakond;1
M1;MERCEDES-BENZ;VITO 113;MAHTUNIVERSAAL;1999;Bensiin kat.;105;Jõgeva Maakond;1
M1;MERCEDES-BENZ;VITO 113;MAHTUNIVERSAAL;2002;Bensiin kat.;95;Pärnu Maakond;1
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2011;Diisel;100;Harju Maakond;8
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2011;Diisel;100;Põlva Maakond;1
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2011;Diisel;100;Saare Maakond;1
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2011;Diisel;100;Tartu Maakond;3
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2011;Diisel;100;Valga Maakond;1
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2011;Diisel;100;Võru Maakond;1
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2012;Diisel;100;Harju Maakond;7
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2012;Diisel;100;Saare Maakond;1
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2012;Diisel;100;Tartu Maakond;1
M1;MERCEDES-BENZ;VITO 113 CDI;MAHTUNIVERSAAL;2012;Diisel;100;Võru Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;1997;Bensiin kat.;105;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;1997;Bensiin kat.;105;Määramata;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;1997;Bensiin kat.;105;Tartu Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;1998;Bensiin;105;Järva Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;1998;Bensiin kat.;105;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;1998;Bensiin kat.;105;Saare Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;1999;Bensiin kat.;105;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;1999;Bensiin kat.;105;Rapla Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;2001;Bensiin kat.;105;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;2002;Bensiin kat.;105;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 114;MAHTUNIVERSAAL;2003;Bensiin kat.;105;Saare Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2003;Diisel;110;Harju Maakond;4
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2003;Diisel;110;Tartu Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2004;Diisel;110;Harju Maakond;13
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2004;Diisel;110;Hiiu Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2004;Diisel;110;Ida-Viru Maakond;6
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2004;Diisel;110;Lääne-Viru Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2004;Diisel;110;Pärnu Maakond;2
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2004;Diisel;110;Rapla Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2004;Diisel;110;Tartu Maakond;5
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2004;Diisel;110;Viljandi Maakond;2
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2005;Diisel;110;Harju Maakond;5
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2005;Diisel;110;Hiiu Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2005;Diisel;110;Pärnu Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2005;Diisel;110;Saare Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2005;Diisel;110;Tartu Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2005;Diisel;110;Viljandi Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2006;Diisel;110;Harju Maakond;13
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2006;Diisel;110;Järva Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2006;Diisel;110;Saare Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2006;Diisel;110;Valga Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2007;Diisel;110;Harju Maakond;6
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2007;Diisel;110;Pärnu Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2007;Diisel;110;Rapla Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2007;Diisel;110;Tartu Maakond;3
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2007;Diisel;110;Viljandi Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2007;Diisel;110;Võru Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2008;Diisel;110;Harju Maakond;7
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2008;Diisel;110;Ida-Viru Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2008;Diisel;110;Lääne Maakond;2
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2008;Diisel;110;Põlva Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2009;Diisel;110;Harju Maakond;3
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2009;Diisel;110;Ida-Viru Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI;MAHTUNIVERSAAL;2010;Diisel;110;Harju Maakond;2
M1;MERCEDES-BENZ;VITO 115 CDI 4X4;MAHTUNIVERSAAL;2006;Diisel;110;Harju Maakond;2
M1;MERCEDES-BENZ;VITO 115 CDI 4X4;MAHTUNIVERSAAL;2007;Diisel;110;Harju Maakond;4
M1;MERCEDES-BENZ;VITO 115 CDI 4X4;MAHTUNIVERSAAL;2007;Diisel;110;Tartu Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI 4X4;MAHTUNIVERSAAL;2007;Diisel;110;Viljandi Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI 4X4;MAHTUNIVERSAAL;2008;Diisel;110;Hiiu Maakond;1
M1;MERCEDES-BENZ;VITO 115 CDI 4X4;MAHTUNIVERSAAL;2010;Diisel;110;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 116 CDI;MAHTUNIVERSAAL;2010;Diisel;120;Lääne-Viru Maakond;1
M1;MERCEDES-BENZ;VITO 116 CDI;MAHTUNIVERSAAL;2011;Diisel;120;Harju Maakond;7
M1;MERCEDES-BENZ;VITO 116 CDI;MAHTUNIVERSAAL;2011;Diisel;120;Pärnu Maakond;2
M1;MERCEDES-BENZ;VITO 116 CDI;MAHTUNIVERSAAL;2012;Diisel;120;Harju Maakond;4
M1;MERCEDES-BENZ;VITO 116 CDI;MAHTUNIVERSAAL;2012;Diisel;120;Pärnu Maakond;3
M1;MERCEDES-BENZ;VITO 116 CDI;MAHTUNIVERSAAL;2012;Diisel;120;Tartu Maakond;2
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2006;Diisel;150;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2006;Diisel;150;Ida-Viru Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2006;Diisel;150;Lääne-Viru Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2007;Diisel;150;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2007;Diisel;150;Jõgeva Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2007;Diisel;150;Rapla Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2008;Diisel;150;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2008;Diisel;150;Tartu Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2008;Diisel;150;Võru Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2009;Diisel;150;Harju Maakond;1
M1;MERCEDES-BENZ;VITO 120 CDI;MAHTUNIVERSAAL;2010;Diisel;150;Lääne-Viru Maakond;1
M1;MERCEDES-BENZ;VITO 122 CDI;MAHTUNIVERSAAL;2010;Diisel;165;Ida-Viru Maakond;3
M1;MERCEDES-BENZ ADRIA;POLARIS SL;ELAMU;2011;Diisel;140;Lääne-Viru Maakond;1
M1;MERCEDES-BENZ HYMER;B 660 SL;ELAMU;2008;Diisel;135;Harju Maakond;1
M1;MERCEDES-BENZ HYMER;HYMER S 820;ELAMU;2006;Diisel;115;Harju Maakond;1
M1;MERCEDES-BENZ HYMER;STAR-LINE BM 680;ELAMU;2000;Diisel;90;Pärnu Maakond;1
M1;MERCEDES-BENZ LMC;LIBERTY A 7405 G;ELAMU;2007;Diisel;135;Ida-Viru Maakond;1
M1;MERCEDES-BENZ LMC;LIBERTY A 7405 G;ELAMU;2007;Diisel;135;Tartu Maakond;1
M1;MERCEDES-BENZ LMC;LIBERTY TI 7205;ELAMU;2007;Diisel;110;Harju Maakond;1
M1;MERCEDES-BENZ POLLMANN;S211;SIHTOTSTARBELINE;2008;Diisel;140;Harju Maakond;1
M1;MERCEDES-BENZ RAPIDO;SPRINTER 316 CDI;ELAMU;2001;Diisel;115;Viljandi Maakond;1
M1;MERCURY;1949 COUPE;KUPEE;1949;Bensiin;239;Harju Maakond;1
M1;MERCURY;CAPRI;LAHTINE;1993;Bensiin;75;Võru Maakond;1
M1;MERCURY;CAPRI;LUUKPÄRA;1985;Bensiin;130;Harju Maakond;1
M1;MERCURY;COLONY PARK;UNIVERSAAL;1982;Bensiin;118;Lääne-Viru Maakond;1
M1;MERCURY;COMET;SEDAAN;1974;Bensiin;73;Tartu Maakond;1
M1;MERCURY;COUGAR;KUPEE;1979;Bensiin;138;Jõgeva Maakond;1
M1;MERCURY;COUGAR;KUPEE;1986;Bensiin;88;Jõgeva Maakond;1
M1;MERCURY;COUGAR;KUPEE;1986;Bensiin;88;Rapla Maakond;1
M1;MERCURY;COUGAR;KUPEE;1986;Bensiin;104;Lääne-Viru Maakond;1
M1;MERCURY;COUGAR;KUPEE;1987;Bensiin;104;Harju Maakond;1
M1;MERCURY;COUGAR;KUPEE;1988;Bensiin;104;Järva Maakond;1
M1;MERCURY;COUGAR;KUPEE;1989;Bensiin;104;Pärnu Maakond;1
M1;MERCURY;COUGAR;KUPEE;1989;Bensiin;110;Saare Maakond;1
M1;MERCURY;COUGAR;KUPEE;1989;Bensiin kat.;104;Pärnu Maakond;1
M1;MERCURY;COUGAR;KUPEE;1990;Bensiin;104;Harju Maakond;1
M1;MERCURY;COUGAR;KUPEE;1991;Bensiin;104;Lääne-Viru Maakond;1
M1;MERCURY;COUGAR;KUPEE;1992;Bensiin;104;Harju Maakond;1
M1;MERCURY;COUGAR;KUPEE;1992;Bensiin kat.;104;Määramata;1
M1;MERCURY;COUGAR;KUPEE;1993;Bensiin;104;Harju Maakond;1
M1;MERCURY;COUGAR;KUPEE;1993;Bensiin;153;Harju Maakond;1
M1;MERCURY;COUGAR;KUPEE;1999;Bensiin;104;Võru Maakond;1
M1;MERCURY;COUGAR;KUPEE;1999;Bensiin kat.;125;Järva Maakond;1
M1;MERCURY;COUGAR;KUPEE;1999;Bensiin kat.;125;Tartu Maakond;1
M1;MERCURY;COUGAR;KUPEE;1999;Bensiin kat.;125;Valga Maakond;1
M1;MERCURY;COUGAR;KUPEE;2000;Bensiin kat.;125;Saare Maakond;1
M1;MERCURY;COUGAR;KUPEE;2000;Bensiin kat.;125;Võru Maakond;1
M1;MERCURY;COUGAR;SEDAAN;1979;Bensiin;104;Pärnu Maakond;1
M1;MERCURY;COUGAR XR7;KUPEE;1989;Bensiin;104;Harju Maakond;1
M1;MERCURY;COUGAR XR7;KUPEE;1994;Bensiin kat.;142;Rapla Maakond;1
M1;MERCURY;COUGAR XR7;KUPEE;1996;Bensiin;108;Tartu Maakond;1
M1;MERCURY;COUGAR XR7;LAHTINE;1971;Bensiin;212;Rapla Maakond;1
M1;MERCURY;COUGAR XR7;SEDAAN;1995;Bensiin;142;Harju Maakond;1
M1;MERCURY;GRAND MARQUIS;KUPEE;1977;Bensiin;119;Harju Maakond;1
M1;MERCURY;GRAND MARQUIS;LIMUSIIN;1986;Bensiin;112;Ida-Viru Maakond;1
M1;MERCURY;GRAND MARQUIS;SEDAAN;1977;Bensiin;142;Võru Maakond;1
M1;MERCURY;GRAND MARQUIS;SEDAAN;1993;Bensiin;142;Harju Maakond;1
M1;MERCURY;LYNX;LUUKPÄRA;1986;Bensiin;72;Valga Maakond;1
M1;MERCURY;MARINER;UNIVERSAAL;2005;Bensiin kat.;113;Harju Maakond;1
M1;MERCURY;MARQUIS;KUPEE;1972;Bensiin;168;Järva Maakond;1
M1;MERCURY;MARQUIS;SEDAAN;1971;Bensiin;180;Harju Maakond;1
M1;MERCURY;METEOR;KUPEE;1962;Bensiin;74;Harju Maakond;1
M1;MERCURY;MONARCH;SEDAAN;1979;Bensiin;100;Harju Maakond;1
M1;MERCURY;MONTCLAIR;SEDAAN;1964;Bensiin;184;Võru Maakond;1
M1;MERCURY;MONTEREY;KUPEE;1959;Bensiin;208;Tartu Maakond;1
M1;MERCURY;MOUNTAINEER;UNIVERSAAL;1997;Bensiin;157;Harju Maakond;1
M1;MERCURY;MYSTIQUE;SEDAAN;1996;Bensiin kat.;93;Harju Maakond;1
M1;MERCURY;PARK LANE;SEDAAN;1965;Bensiin;158;Harju Maakond;1
M1;MERCURY;PARK LANE;SEDAAN;1965;Bensiin;196;Harju Maakond;1
M1;MERCURY;SABLE;SEDAAN;1988;Bensiin kat.;104;Viljandi Maakond;1
M1;MERCURY;SABLE;SEDAAN;1992;Bensiin kat.;104;Järva Maakond;1
M1;MERCURY;SABLE;UNIVERSAAL;1986;Bensiin;110;Harju Maakond;1
M1;MERCURY;SABLE;UNIVERSAAL;1987;Bensiin;104;Pärnu Maakond;1
M1;MERCURY;SABLE;UNIVERSAAL;1994;Bensiin;104;Harju Maakond;1
M1;MERCURY;SABLE GS;SEDAAN;1987;Bensiin;104;Harju Maakond;1
M1;MERCURY;SABLE GS;SEDAAN;1989;Bensiin;104;Rapla Maakond;1
M1;MERCURY;SABLE GS;SEDAAN;1991;Bensiin;104;Viljandi Maakond;1
M1;MERCURY;SABLE GS;SEDAAN;1992;Bensiin;104;Määramata;1
M1;MERCURY;SABLE GS;SEDAAN;1996;Bensiin;108;Harju Maakond;2
M1;MERCURY;SABLE GS;SEDAAN;1996;Bensiin;108;Jõgeva Maakond;1
M1;MERCURY;SABLE GS;UNIVERSAAL;1991;Bensiin;104;Harju Maakond;1
M1;MERCURY;SABLE LS;SEDAAN;1986;Bensiin;103;Jõgeva Maakond;1
M1;MERCURY;SABLE LS;SEDAAN;1988;Bensiin;103;Ida-Viru Maakond;1
M1;MERCURY;SABLE LS;SEDAAN;1988;Bensiin;104;Tartu Maakond;1
M1;MERCURY;SABLE LS;SEDAAN;1989;Bensiin;104;Lääne Maakond;1
M1;MERCURY;SABLE LS;SEDAAN;1994;Bensiin;104;Harju Maakond;1
M1;MERCURY;SABLE WAGON;UNIVERSAAL;1986;Bensiin;104;Viljandi Maakond;1
M1;MERCURY;SABLE WAGON;UNIVERSAAL;1989;Bensiin kat.;104;Harju Maakond;1
M1;MERCURY;SABLE WAGON;UNIVERSAAL;1990;Bensiin;104;Harju Maakond;1
M1;MERCURY;SABLE WAGON;UNIVERSAAL;1993;Bensiin;104;Saare Maakond;1
M1;MERCURY;TOPAZ;KUPEE;1988;Bensiin;68;Tartu Maakond;1
M1;MERCURY;TOPAZ;KUPEE;1988;Bensiin;71;Pärnu Maakond;1
M1;MERCURY;TOPAZ;SEDAAN;1986;Bensiin;71;Lääne-Viru Maakond;1
M1;MERCURY;TOPAZ;SEDAAN;1988;Bensiin;73;Viljandi Maakond;1
M1;MERCURY;TOPAZ;SEDAAN;1990;Bensiin kat.;73;Harju Maakond;1
M1;MERCURY;TOPAZ;SEDAAN;1990;Bensiin kat.;73;Lääne Maakond;1
M1;MERCURY;TOPAZ;SEDAAN;1993;Bensiin kat.;73;Hiiu Maakond;1
M1;MERCURY;TRACER;LUUKPÄRA;1988;Bensiin;63;Harju Maakond;1
M1;MERCURY;TRACER;SEDAAN;1991;Bensiin;65;Harju Maakond;1
M1;MERCURY;TRACER;SEDAAN;1991;Bensiin kat.;65;Valga Maakond;1
M1;MERCURY;TRACER;SEDAAN;1993;Bensiin;70;Viljandi Maakond;1
M1;MERCURY;TRACER;UNIVERSAAL;1991;Bensiin kat.;65;Lääne-Viru Maakond;1
M1;MERCURY;TRACER;UNIVERSAAL;1993;Bensiin kat.;65;Harju Maakond;1
M1;MERCURY;TRACER;UNIVERSAAL;1993;Bensiin kat.;65;Pärnu Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1993;Bensiin kat.;104;Pärnu Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1993;Bensiin kat.;104;Saare Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1993;Bensiin kat.;104;Tartu Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1994;Bensiin kat.;104;Tartu Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1994;Bensiin kat.;113;Viljandi Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1995;Bensiin kat.;113;Harju Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1995;Bensiin kat.;113;Ida-Viru Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1995;Bensiin kat.;113;Põlva Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1996;Bensiin kat.;104;Harju Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1996;Bensiin kat.;113;Lääne-Viru Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1997;Bensiin kat.;104;Jõgeva Maakond;1
M1;MERCURY;VILLAGER GS;MAHTUNIVERSAAL;1997;Bensiin kat.;113;Valga Maakond;1
M1;MERCURY;VILLAGER LS;MAHTUNIVERSAAL;1995;Bensiin kat.;113;Hiiu Maakond;1
M1;MERCURY;VILLAGER LS;MAHTUNIVERSAAL;1995;Bensiin kat.;113;Põlva Maakond;1
M1;MERCURY;VILLAGER LS;MAHTUNIVERSAAL;1995;Bensiin kat.;113;Saare Maakond;1
M1;MERCURY;VILLAGER LS;MAHTUNIVERSAAL;1996;Bensiin kat.;111;Harju Maakond;2
M1;MERCURY;VILLAGER LS;MAHTUNIVERSAAL;1996;Bensiin kat.;113;Harju Maakond;1
M1;MERCURY;VILLAGER LS;MAHTUNIVERSAAL;1996;Bensiin kat.;113;Saare Maakond;1
M1;MERCURY;VILLAGER LS;MAHTUNIVERSAAL;1997;Bensiin kat.;113;Harju Maakond;1
M1;MERKUR;SCORPIO;LUUKPÄRA;1988;Bensiin;107;Tartu Maakond;1
M1;MERKUR;SCORPIO;LUUKPÄRA;1989;Bensiin kat.;107;Harju Maakond;1
M1;MERKUR;XR4TI;LUUKPÄRA;1989;Bensiin;99;Harju Maakond;1
M1;MG;A1600;LAHTINE;1960;Bensiin;57;Harju Maakond;1
M1;MG;B;LAHTINE;1965;Bensiin;74;Harju Maakond;1
M1;MG;B;LAHTINE;1975;Bensiin;71;Tartu Maakond;1
M1;MG;BGT;LUUKPÄRA;1973;Bensiin;71;Valga Maakond;1
M1;MG;BGT;LUUKPÄRA;1974;Bensiin;71;Tartu Maakond;1
M1;MG;BGT;LUUKPÄRA;1976;Bensiin;71;Tartu Maakond;1
M1;MG;F;LAHTINE;1996;Bensiin kat.;71;Määramata;1
M1;MG;MG ZR;LUUKPÄRA;2001;Bensiin kat.;118;Tartu Maakond;1
M1;MG;MG ZR;LUUKPÄRA;2002;Bensiin kat.;76;Harju Maakond;1
M1;MG;MG ZR;LUUKPÄRA;2002;Bensiin kat.;118;Pärnu Maakond;1
M1;MG;MG ZR;LUUKPÄRA;2003;Bensiin kat.;118;Põlva Maakond;1
M1;MG;MG ZS;SEDAAN;2002;Bensiin kat.;130;Harju Maakond;1
M1;MG;MG ZS;SEDAAN;2005;Diisel;83;Hiiu Maakond;1
M1;MG;MG ZT;SEDAAN;2003;Diisel;96;Järva Maakond;1
M1;MG;MG ZT-T;UNIVERSAAL;2003;Bensiin kat.;140;Harju Maakond;1
M1;MG;MG ZT-T;UNIVERSAAL;2004;Diisel;96;Harju Maakond;1
M1;MG;MG TF;LAHTINE;2002;Bensiin kat.;100;Harju Maakond;1
M1;MG;MGA;LAHTINE;1958;Bensiin;59;Harju Maakond;1
M1;MG;MGA;LAHTINE;1958;Bensiin;59;Saare Maakond;1
M1;MG;MGA 1600 MK II;LAHTINE;1961;Bensiin;60;Harju Maakond;1
M1;MG;MGB;LAHTINE;1965;Bensiin;71;Harju Maakond;1
M1;MG;MGB GT;LUUKPÄRA;1967;Bensiin;68;Tartu Maakond;1
M1;MG;MGF;LAHTINE;1999;Bensiin kat.;88;Harju Maakond;1
M1;MG;MGZT;SEDAAN;2002;Bensiin kat.;140;Harju Maakond;1
M1;MG;MGZT;SEDAAN;2002;Bensiin kat.;140;Ida-Viru Maakond;1
M1;MG;MGZT;SEDAAN;2003;Bensiin kat.;140;Harju Maakond;1
M1;MG;MIDGET ROADSTER;LAHTINE;1962;Bensiin;48;Harju Maakond;1
M1;MG;PB MIDGET;LAHTINE;1935;Bensiin;32;Harju Maakond;1
M1;MG;TD;LAHTINE;1952;Bensiin;48;Harju Maakond;1
M1;MICRO-VETT;FIORINO ELETTRICO;MAHTUNIVERSAAL;2012;Elekter;30;Harju Maakond;3
M1;MINI;1000;KUPEE;1974;Bensiin;30;Hiiu Maakond;1
M1;MINI;1000;KUPEE;1977;Bensiin;35;Lääne-Viru Maakond;1
M1;MINI;1000;KUPEE;1978;Bensiin;35;Harju Maakond;1
M1;MINI;1000;KUPEE;1991;Bensiin;30;Harju Maakond;1
M1;MINI;1100 SPECIAL;KUPEE;1981;Bensiin;33;Rapla Maakond;1
M1;MINI;COOPER;LAHTINE;2005;Bensiin kat.;85;Harju Maakond;2
M1;MINI;COOPER;LAHTINE;2006;Bensiin kat.;85;Harju Maakond;1
M1;MINI;COOPER;LAHTINE;2007;Bensiin kat.;85;Ida-Viru Maakond;1
M1;MINI;COOPER;LUUKPÄRA;1993;Bensiin kat.;46;Tartu Maakond;1
M1;MINI;COOPER;LUUKPÄRA;1996;Bensiin;46;Harju Maakond;1
M1;MINI;COOPER;LUUKPÄRA;2001;Bensiin kat.;85;Harju Maakond;1
M1;MINI;COOPER;LUUKPÄRA;2002;Bensiin kat.;85;Harju Maakond;13
M1;MINI;COOPER;LUUKPÄRA;2002;Bensiin kat.;85;Ida-Viru Maakond;1
M1;MINI;COOPER;LUUKPÄRA;2002;Bensiin kat.;85;Lääne-Viru Maakond;1
M1;MINI;COOPER;LUUKPÄRA;2002;Bensiin kat.;85;Määramata;1
M1;MINI;COOPER;LUUKPÄRA;2002;Bensiin kat.;85;Pärnu Maakond;4
M1;MINI;COOPER;LUUKPÄRA;2002;Bensiin kat.;85;Tartu Maakond;5
M1;MINI;COOPER;LUUKPÄRA;2003;Bensiin kat.;85;Harju Maakond;11
M1;MINI;COOPER;LUUKPÄRA;2003;Bensiin kat.;85;Hiiu Maakond;1
M1;MINI;COOPER;LUUKPÄRA;2003;Bensiin kat.;85;Ida-Viru Maakond;1
M1;MINI;COOPER;LUUKPÄRA;2003;Bensiin kat.;85;Lääne Maakond;1
